id,name,city,rentals_tags
131785,ZAK Krzeptowsk. VIII,Zakopane,Zakopane
131787,ZAK Krzeptowsk. IX,Zakopane,Zakopane
131788,ZAK Krzeptowsk. VII,Zakopane,Zakopane
131790,WAW Wronia 45/152.1,Warszawa,Warszawa
131791,WAW Piwna 45/47/2,Warszawa,Warszawa;Starówka Warszawa
131803,WRO Krawiecka 1/511,Wrocław,Wrocław
131804,WRO Podwale 74/30,Wrocław,Wrocław
131805,WRO Szewska 46/10,Wrocław,Wrocław
131806,WRO Knazi 32/34/53,Wrocław,Wrocław
131816,MIE Prima 100,Międzyzdroje,Międzyzdroje;Aquamarina Prima
131822,WAW Wronia 45/152.2,Warszawa,Warszawa
131825,MIE Prima 58,Międzyzdroje,Międzyzdroje;Aquamarina Prima
131860,WRO Sky Tower 42.2,Wrocław,Wrocław;Sky Tower
131868,WRO Wiwulskie 26/9,Wrocław,Wrocław
131953,POZ SRNT 102,Poznań,Poznań;Serenity
131954,POZ SRNT 103,Poznań,Poznań;Serenity
131955,POZ SRNT 106,Poznań,Poznań;Serenity
131956,POZ SRNT 107,Poznań,Poznań;Serenity
131957,POZ SRNT 108,Poznań,Poznań;Serenity
131959,POZ SRNT 109,Poznań,Poznań;Serenity
131960,POZ SRNT 110,Poznań,Poznań;Serenity
131961,POZ SRNT 111,Poznań,Poznań;Serenity
132080,GDA Parking 100/117,,
132100,WAW Hoża 36/7,Polska,Warszawa;Warszawa Centrum
132133,GDA Parking 51/116,,
132134,GDA Parking 64/110,,
132135,GDA Parking 67/503,,
132136,GDA Parking 84/505,,
132137,GDA Parking 86/410,,
132138,GDA Parking 87/306,,
132139,GDA Parking 89/307,,
132140,GDA Parking 102/313,,
132147,GDA DP 402,Gdańsk,Deo Residence;Gdańsk
132220,WAW Oleandrów 8/22,Warszawa,Warszawa
132221,WAW Kłopot 4A/250 [L],Warszawa,Warszawa;Long Term
132227,GDA DP 120A,Gdańsk,Deo Residence;Gdańsk
132228,GDA DP 120B,Gdańsk,Deo Residence;Gdańsk
132350,GDA DP 116,Gdańsk,Deo Residence;Gdańsk
132395,MIE Tulipan VII,Międzyzdroje,Międzyzdroje;Tulipan
132396,MIE Morskie Oko V,Międzyzdroje,Międzyzdroje
132397,MIE Flamingo Grey,Międzyzdroje,Międzyzdroje;Flamingo
132398,MIE Playa Baltis III,Międzyzdroje,Międzyzdroje
132468,MIE Prima 72,Międzyzdroje,Międzyzdroje;Aquamarina Prima
132469,MIE Prima 89,Międzyzdroje,Międzyzdroje;Aquamarina Prima
132470,MIE Prima 91,Międzyzdroje,Międzyzdroje;Aquamarina Prima
132471,MIE Bel Mare 407,Międzyzdroje,Międzyzdroje;Bel Mare
132472,MIE Bel Mare 406,Międzyzdroje,Międzyzdroje;Bel Mare
132473,MIE Bel Mare 402,Międzyzdroje,Międzyzdroje;Bel Mare
132474,MIE Bel Mare 125,Międzyzdroje,Międzyzdroje;Bel Mare
132475,MIE Bel Mare 207,Międzyzdroje,Międzyzdroje;Bel Mare
132476,MIE Bel Mare 201,Międzyzdroje,Międzyzdroje;Bel Mare
132477,MIE Bel Mare 311,Międzyzdroje,Międzyzdroje;Bel Mare
132478,MIE Bel Mare 410,Międzyzdroje,Międzyzdroje;Bel Mare
132479,MIE Balticus 42,Międzyzdroje,Międzyzdroje
132480,MIE Balticus 44,Międzyzdroje,Międzyzdroje
132481,MIE Bel Mare 106,Międzyzdroje,Międzyzdroje;Bel Mare
132497,POZ Chełmońsk 8A/A4,Poznań,Poznań
132528,MIE Bel Mare 308,Międzyzdroje,Międzyzdroje;Bel Mare
132529,MIE Bel Mare 208,Międzyzdroje,Międzyzdroje;Bel Mare
132530,MIE Bel Mare 306,Międzyzdroje,Międzyzdroje;Bel Mare
132531,MIE Bel Mare 310,Międzyzdroje,Międzyzdroje;Bel Mare
132537,GDA Parking 66/312,,
132538,GDA Parking 92/506,,
132539,GDA Parking 90/507,,
132540,GDA Parking 104/402,,
132541,GDA Parking 50/513,,
132607,GDA DP 513B,Gdańsk,Deo Residence;Gdańsk
132608,GDA DP 513A,Gdańsk,Deo Residence;Gdańsk
132705,GDA Parking 52/N,,
132706,GDA Parking 80/N,,
132707,GDA Parking 82/N,,
132708,GDA Parking 91/N,,
132709,GDA Parking 109/N,,
132710,GDA Parking 107/N,,
132711,GDA Parking 105/N,,
132712,GDA Parking 95/N,,
132713,GDA Parking 93/N,,
132723,GDA Parking 43/N,,
132777,KOŁ Lwowska 2.53,Kołobrzeg,Kołobrzeg;Koło Brzegu
132779,KOŁ Lwowska 2.52,Kołobrzeg,Kołobrzeg;Koło Brzegu
132780,KOŁ Lwowska 1.37,Kołobrzeg,Kołobrzeg;Koło Brzegu
132782,KOŁ Lwowska 2.50,Kołobrzeg,Kołobrzeg;Koło Brzegu
132783,KOŁ Lwowska 1.28,Kołobrzeg,Kołobrzeg;Koło Brzegu
132784,KOŁ Lwowska 1.27,Kołobrzeg,Kołobrzeg;Koło Brzegu
132785,KOŁ Lwowska 1.22,Kołobrzeg,Kołobrzeg;Koło Brzegu
132786,KOŁ Lwowska 1.09,Kołobrzeg,Kołobrzeg;Koło Brzegu
132787,KOŁ Lwowska 2.31,Kołobrzeg,Kołobrzeg;Koło Brzegu
132788,KOŁ Lwowska 2.26,Kołobrzeg,Kołobrzeg;Koło Brzegu
132789,KOŁ Lwowska 2.23,Kołobrzeg,Kołobrzeg;Koło Brzegu
132790,KOŁ Lwowska 2.17,Kołobrzeg,Kołobrzeg;Koło Brzegu
132791,KOŁ Lwowska 2.16,Kołobrzeg,Kołobrzeg;Koło Brzegu
132792,KOŁ Lwowska 1.23,Kołobrzeg,Kołobrzeg;Koło Brzegu
132793,KOŁ Lwowska 1.19,Kołobrzeg,Kołobrzeg;Koło Brzegu
132794,KOŁ Lwowska 1.18,Kołobrzeg,Kołobrzeg;Koło Brzegu
132795,KOŁ Lwowska 1.08,Kołobrzeg,Kołobrzeg;Koło Brzegu
132796,KOŁ Lwowska 2.21,Kołobrzeg,Kołobrzeg;Koło Brzegu
132819,ZAK Dom Chata 1 [F],Kościelisko,Domy;Zakopane;Kościelisko;Zakopiańskie Chaty
132820,GDA Parking 25/208,,
132831,ZAK Dom Chata 2 [F],Kościelisko,Domy;Zakopane;Kościelisko;Zakopiańskie Chaty
132832,ZAK Dom Chata 3 [F],Kościelisko,Domy;Zakopane;Kościelisko;Zakopiańskie Chaty
132833,ZAK Dom Chata 4  [F],Kościelisko,Domy;Zakopane;Kościelisko;Zakopiańskie Chaty
132834,ZAK Dom Chata 5  [F],Kościelisko,Domy;Zakopane;Kościelisko;Zakopiańskie Chaty
132835,ZAK Dom Chata 6  [F],Kościelisko,Domy;Zakopane;Kościelisko;Zakopiańskie Chaty
132836,ZAK Dom Chata 7 [F],Kościelisko,Domy;Zakopane;Kościelisko;Zakopiańskie Chaty
132837,ZAK Dom Chata 8  [F],Kościelisko,Domy;Zakopane;Kościelisko;Zakopiańskie Chaty
132872,GDA DP 208,Gdańsk,Deo Residence;Gdańsk
132873,GDA DP 117,Gdańsk,Deo Residence;Gdańsk
132874,GDA DP 313,Gdańsk,Deo Residence;Gdańsk
132875,GDA DP 312,Gdańsk,Deo Residence;Gdańsk
132923,GDA DP 210AB,Gdansk,Deo Residence;Gdańsk
132924,GDA DP 210C,Gdańsk,Deo Residence;Gdańsk
132946,MIE Bel Mare 312,Międzyzdroje,Międzyzdroje;Bel Mare
132947,MIE Bel Mare 314,Międzyzdroje,Międzyzdroje;Bel Mare
132948,GDA DP 306,Gdańsk,Deo Residence;Gdańsk
132949,GDA DP 307,Gdańsk,Deo Residence;Gdańsk
133016,WRO Sky Tower 37.1,Wrocław,Wrocław;Sky Tower
133017,WRO Sky Tower 39.1,Wrocław,Wrocław;Sky Tower
133056,WRO Dyrekcyjna 1/227,Wrocław,Wrocław
133057,WRO Dyrekcyjna 1/235,Wrocław,Wrocław
133153,MIE Balticus 119,Międzyzdroje,Międzyzdroje
133155,MIE Bel Mare 104,Międzyzdroje,Międzyzdroje;Bel Mare
133157,ZAK Droga na Bystre3,Zakopane,Zakopane
133161,ZAK Za Cieszynianką 3 [F],Zakopane,Zakopane
133193,GDA DP 108,Gdańsk,Deo Residence;Gdańsk
133199,GDA DP 112,Gdańsk,Deo Residence;Gdańsk
133233,GDA DP 506,Gdańsk,Deo Residence;Gdańsk
133236,GDA DP 507,Gdańsk,Deo Residence;Gdańsk
133367,MIE Bel Mare 217,Międzyzdroje,Międzyzdroje;Bel Mare
133368,KOŁ Lwowska 2.12,Kołobrzeg,Kołobrzeg;Koło Brzegu
133369,KOŁ Lwowska 1.21,Kołobrzeg,Kołobrzeg;Koło Brzegu
133370,KOŁ Lwowska 1.12,Kołobrzeg,Kołobrzeg;Koło Brzegu
133371,KOŁ Lwowska 2.33,Kołobrzeg,Kołobrzeg;Koło Brzegu
133372,KOŁ Lwowska 1.16,Kołobrzeg,Kołobrzeg;Koło Brzegu
133373,KOŁ Lwowska 2.24,Kołobrzeg,Kołobrzeg;Koło Brzegu
133374,KOŁ Lwowska 2.25,Kołobrzeg,Kołobrzeg;Koło Brzegu
133375,KOŁ Lwowska 1.35,Kołobrzeg,Kołobrzeg;Koło Brzegu
133376,KOŁ Lwowska 1.41,Kołobrzeg,Kołobrzeg;Koło Brzegu
133377,KOŁ Lwowska 2.48,Kołobrzeg,Kołobrzeg;Koło Brzegu
133378,KOŁ Lwowska 2.55,Kołobrzeg,Kołobrzeg;Koło Brzegu
133379,KOŁ Lwowska 1.39,Kołobrzeg,Kołobrzeg;Koło Brzegu
133380,KOŁ Lwowska 1.40,Kołobrzeg,Kołobrzeg;Koło Brzegu
133381,KOŁ Lwowska 2.51,Kołobrzeg,Kołobrzeg;Koło Brzegu
133382,KOŁ Lwowska 2.54,Kołobrzeg,Kołobrzeg;Koło Brzegu
133383,KOŁ Lwowska 2.47,Kołobrzeg,Kołobrzeg;Koło Brzegu
133387,MIE Prima 85,Międzyzdroje,Międzyzdroje;Prima
133422,GDA DP 105,Gdańsk,Deo Residence;Gdańsk
133424,GDA DP 310,Gdańsk,Deo Residence;Gdańsk
133425,GDA DP 310A,Gdańsk,Deo Residence;Gdańsk
133426,GDA DP 310B,Gdańsk,Deo Residence;Gdańsk
133427,GDA DP 310C,Gdańsk,Deo Residence;Gdańsk
133645,POZ Gąsiorowskich 8/4,Poznań,Poznań
133649,WAW Nowolipki 9A/36,Warszawa,Warszawa
133683,MIE Bel Mare 409,Międzyzdroje,Międzyzdroje;Bel Mare
133715,WAW Żelazna 58/62/1201,Warszawa,Warszawa
134069,WAW Podwale 23/5,Warszawa,Warszawa
134091,MIE Bel Mare 228,Międzyzdroje,Międzyzdroje;Bel Mare
134092,MIE Bielik A01,Międzyzdroje,Międzyzdroje
134093,MIE Balticus 15A,Międzyzdroje,Międzyzdroje
134094,MIE Balticus 82B,Międzyzdroje,Międzyzdroje
134096,KOŁ Lwowska 1.34,Kołobrzeg,Kołobrzeg;Koło Brzegu
134097,KOŁ Lwowska 2.49,Kołobrzeg,Kołobrzeg;Koło Brzegu
134286,MIE Maritime 302,Międzyzdroje,Międzyzdroje;Maritime
134287,MIE Maritime 301,Międzyzdroje,Międzyzdroje;Maritime
134288,MIE Maritime 210,Międzyzdroje,Międzyzdroje;Maritime
134289,MIE Maritime 101,Międzyzdroje,Międzyzdroje;Maritime
134326,ZAK Dom Biatlon,Kościelisko,Domy;Kościelisko
134338,GDA Parking 106/609,,
134354,GDA DP 107,Gdańsk,Deo Residence;Gdańsk
134355,GDA DP 207A,Gdańsk,Deo Residence;Gdańsk
134356,GDA DP 207B,Gdańsk,Deo Residence;Gdańsk
134358,GDA DP 316B,Gdańsk,Deo Residence;Gdańsk
134359,GDA DP 316A,Gdańsk,Deo Residence;Gdańsk
134360,GDA DP 319,Gdańsk,Deo Residence;Gdańsk
134361,GDA DP 609,Gdańsk,Deo Residence;Gdańsk
134382,MIE Maritime 303,Międzyzdroje,Międzyzdroje;Maritime
134383,MIE Maritime 107,Międzyzdroje,Międzyzdroje;Maritime
134384,MIE Maritime 204,Międzyzdroje,Międzyzdroje;Maritime
134385,MIE Maritime 209,Międzyzdroje,Międzyzdroje;Maritime
134386,MIE Maritime 104,Międzyzdroje,Międzyzdroje;Maritime
134387,MIE Maritime 109,Międzyzdroje,Międzyzdroje;Maritime
134388,MIE Maritime 102,Międzyzdroje,Międzyzdroje;Maritime
134389,MIE Maritime 103,Międzyzdroje,Międzyzdroje;Maritime
134390,MIE Maritime 105,Międzyzdroje,Międzyzdroje;Maritime
134391,MIE Maritime 106,Międzyzdroje,Międzyzdroje;Maritime
134392,MIE Maritime 108,Międzyzdroje,Międzyzdroje;Maritime
134393,MIE Maritime 110,Międzyzdroje,Międzyzdroje;Maritime
134394,MIE Maritime 203,Międzyzdroje,Międzyzdroje;Maritime
134395,MIE Maritime 205,Międzyzdroje,Międzyzdroje;Maritime
134396,MIE Maritime 201,Międzyzdroje,Międzyzdroje;Maritime
134397,MIE Maritime 202,Międzyzdroje,Międzyzdroje;Maritime
134398,MIE Maritime 206,Międzyzdroje,Międzyzdroje;Maritime
134399,MIE Maritime 207,Międzyzdroje,Międzyzdroje;Maritime
134400,MIE Maritime 208,Międzyzdroje,Międzyzdroje;Maritime
134489,MIE Neptun,Międzyzdroje,Międzyzdroje
134637,WRO Gwiaździsta 10/79,Wrocław,Wrocław
134640,WAW Lwowska 3/2A,Warszawa,Warszawa
134712,TEST,warszawa,
134958,MIE Bel Mare 202,Międzyzdroje,Międzyzdroje;Bel Mare
134959,MIE Bel Mare 316,Międzyzdroje,Międzyzdroje;Bel Mare
134970,MIE Balticus 19A,Międzyzdroje,Międzyzdroje
135014,GDA DP 109,Gdańsk,Deo Residence;Gdańsk
135015,GDA DP 219,Gdańsk,Deo Residence;Gdańsk
135024,KOŁ Lwowska 1.17,Kołobrzeg,Kołobrzeg;Koło Brzegu
135025,KOŁ Lwowska 1.26,Kołobrzeg,Kołobrzeg;Koło Brzegu
135026,KOŁ Lwowska 2.14,Kołobrzeg,Kołobrzeg;Koło Brzegu
135027,KOŁ Lwowska 2.46,Kołobrzeg,Kołobrzeg;Koło Brzegu
135044,MIE Prima 07,Międzyzdroje,Międzyzdroje;Prima
135328,WAW Targowa 21/11,Warszawa,Warszawa;Praga 
135329,WAW Targowa 21/1,Warszawa,Warszawa;Praga 
135715,WAW Pawia 51/56,Warszawa,Warszawa;Muranów-Jewish Quarter
135792,KOŁ Lwowska 1.01,Kołobrzeg,Kołobrzeg;Koło Brzegu
135824,MIE Bel Mare 124,Międzyzdroje,Międzyzdroje;Bel Mare
135825,MIE Morskie Oko D12,Międzyzdroje,Międzyzdroje
135983,GDA Parking 115/219,,
135996,ZAK Szklane Domy II,Zakopane,Zakopane
136196,WRO Biskupia 6/9,Wrocław,Wrocław
136255,POZ Gąsiorowskich 8/9,Poznań,Poznań
136434,WAW Muzeum Warsz 2,Warszawa,Warszawa;Starówka Warszawa
136435,WAW Muzeum Warsz 3,Warszawa,Warszawa;Starówka Warszawa
136436,WAW Muzeum Warsz 4,Warszawa,Warszawa;Starówka Warszawa
136441,WAW Muzeum Warsz 1,Warszawa,Warszawa;Starówka Warszawa
136608,WAW Słomiń 5/196,Warszawa,Warszawa
136787,MIE Prima 76,Międzyzdroje,Międzyzdroje;Prima
136792,ZAK Za Cieszynianką 5,Zakopane,Zakopane
